"","grpvar","term","grp","condval","condsd"
"128","FlightNumber:FlightOrigin","(Intercept)","FlightNo_21:State_B",0.0490362176787058,0.0545902485574828
"129","FlightNumber:FlightOrigin","(Intercept)","FlightNo_210:State_C",0.328443732430222,0.16375209276468
"130","FlightNumber:FlightOrigin","(Intercept)","FlightNo_211:State_E",-0.0533001042439407,0.249065247770975
"131","FlightNumber:FlightOrigin","(Intercept)","FlightNo_212:State_E",0.461740467630459,0.158447232961412
"132","FlightNumber:FlightOrigin","(Intercept)","FlightNo_22:State_E",-0.163679535136897,0.0422391330443797
"133","FlightNumber:FlightOrigin","(Intercept)","FlightNo_23:State_E",-0.141751809171874,0.0590010118827183
"134","FlightNumber:FlightOrigin","(Intercept)","FlightNo_24:State_E",-0.109505829104778,0.0470979690738153
"135","FlightNumber:FlightOrigin","(Intercept)","FlightNo_25:State_F",0.0114358646118983,0.0894799664979881
"136","FlightNumber:FlightOrigin","(Intercept)","FlightNo_26:State_C",0.106647292004949,0.0573064538021889
"137","FlightNumber:FlightOrigin","(Intercept)","FlightNo_27:State_B",-0.205902389887217,0.0510748948815163
"138","FlightNumber:FlightOrigin","(Intercept)","FlightNo_28:State_B",-0.16988467612306,0.0618674022898766
"139","FlightNumber:FlightOrigin","(Intercept)","FlightNo_29:State_E",-0.388596287249079,0.0563756865792968
"140","FlightNumber:FlightOrigin","(Intercept)","FlightNo_3:State_E",-0.0116817453477315,0.0551030013128365
"141","FlightNumber:FlightOrigin","(Intercept)","FlightNo_30:State_E",-0.33668586108292,0.069583545634927
"142","FlightNumber:FlightOrigin","(Intercept)","FlightNo_31:State_B",-0.39714778053748,0.0791017221588021
"143","FlightNumber:FlightOrigin","(Intercept)","FlightNo_32:State_E",0.327410565246175,0.0646745216955939
"144","FlightNumber:FlightOrigin","(Intercept)","FlightNo_33:State_D",-0.25555659297671,0.0647428288707429
"145","FlightNumber:FlightOrigin","(Intercept)","FlightNo_34:State_E",-0.185521411888094,0.0995217296471835
"146","FlightNumber:FlightOrigin","(Intercept)","FlightNo_35:State_E",0.607573341342846,0.0958711270491003
"147","FlightNumber:FlightOrigin","(Intercept)","FlightNo_36:State_E",0.316083952104815,0.0555829547488038
"148","FlightNumber:FlightOrigin","(Intercept)","FlightNo_37:State_B",0.367160558848529,0.0487695226861196
"149","FlightNumber:FlightOrigin","(Intercept)","FlightNo_38:State_E",0.163610501985756,0.0447539875708443
"150","FlightNumber:FlightOrigin","(Intercept)","FlightNo_39:State_C",0.038748654197708,0.225447122079451
