Id,ActivityId,InterventionId,FinishTime,ActivityType,InterventionType,CommodityType,Commodity,Weight
2800765,2800726,2800764,2019-10-19T00:42:21Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.125
2801654,2801389,2801653,2019-10-19T03:35:00Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.02
2801655,2801389,2801653,2019-10-19T03:35:00Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.05
2801714,2801409,2801713,2019-10-19T03:55:00Z,Airport,Detected,Fruit & Veg,PEARS,0.1
2801715,2801409,2801713,2019-10-19T03:55:00Z,Airport,Detected,Fruit & Veg,CHERRY TOMATOES,0.01
2802459,2802420,2802458,2019-10-19T09:44:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
2806421,2806362,2806420,2019-10-20T04:40:57Z,Airport,Declared,Fruit & Veg,BANANAS,0.4
2807965,2807871,2807964,2019-10-20T23:17:59Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
2808199,2808140,2808198,2019-10-20T23:12:12Z,Airport,Declared,Fruit & Veg,BANANAS,0.4
2808575,2808480,2808574,2019-10-20T23:55:58Z,Airport,Declared,Fruit & Veg,APPLES,0.4
2808576,2808480,2808574,2019-10-20T23:55:58Z,Airport,Declared,Fruit & Veg,BANANAS,0.3
2808840,2808778,2808839,2019-10-20T22:50:57Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.15
2808841,2808778,2808839,2019-10-20T22:50:57Z,Airport,Detected,Fruit & Veg,KIWI FRUIT,0.06
2808842,2808778,2808839,2019-10-20T22:50:57Z,Airport,Detected,Fruit & Veg,PEARS,0.15
2808904,2808778,2808903,2019-10-20T22:50:57Z,Airport,Detected,Fruit & Veg,MANDARINS,0.25
2811581,2811523,2811561,2019-10-21T07:01:19Z,Airport,Detected,Fruit & Veg,BANANAS,0.12
2811562,2811523,2811561,2019-10-21T07:01:19Z,Airport,Detected,Fruit & Veg,APPLES,0.12
2813441,2813402,2813440,2019-10-22T00:03:30Z,Airport,Declared,Fruit & Veg,APPLES,0.13
2813608,2813549,2813607,2019-10-22T01:08:52Z,Airport,Detected,Fruit & Veg,MANDARINS,0.1
2816954,2816875,2816953,2019-10-22T23:23:40Z,Airport,Declared,Fruit & Veg,PEARS,0.15
2816955,2816875,2816953,2019-10-22T23:23:40Z,Airport,Declared,Fruit & Veg,APPLES,0.3
2819817,2819725,2819816,2019-10-23T11:25:01Z,Airport,Detected,Fruit & Veg,BANANAS,0.12
2819899,2819841,2819879,2019-10-23T10:26:27Z,Airport,Detected,Fruit & Veg,MANDARINS,0.12
2819900,2819841,2819879,2019-10-23T10:26:27Z,Airport,Detected,Fruit & Veg,PEARS,0.12
2819880,2819841,2819879,2019-10-23T10:26:27Z,Airport,Detected,Fruit & Veg,APPLES,0.12
2819925,2819841,2819924,2019-10-23T10:26:27Z,Airport,Detected,Fruit & Veg,APPLES,0.12
2820363,2820304,2820362,2019-10-23T22:47:58Z,Airport,Detected,Fruit & Veg,APPLES,0.16
2824001,2823962,2824000,2019-10-25T00:43:19Z,Airport,Detected,Fruit & Veg,BANANAS,0.25
2824216,2824177,2824215,2019-10-24T22:45:26Z,Airport,Detected,Fruit & Veg,APPLES,0.3
2824641,2824492,2824640,2019-10-25T01:31:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.025
2824683,2824597,2824682,2019-10-25T01:15:36Z,Airport,Detected,Fruit & Veg,BANANAS,0.15
2824684,2824597,2824682,2019-10-25T01:15:36Z,Airport,Detected,Fruit & Veg,APPLES,0.3
2824863,2824824,2824862,2019-10-25T02:45:12Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.15
2824864,2824824,2824862,2019-10-25T02:45:12Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.15
2825102,2825023,2825101,2019-10-25T03:39:30Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.1
2825721,2825682,2825720,2019-10-25T05:45:38Z,Airport,Declared,Fruit & Veg,ORANGES,0.2
2829521,2828604,2829501,2019-10-26T11:16:56Z,Airport,Detected,Fruit & Veg,PEARS,0.1
2829502,2828604,2829501,2019-10-26T11:16:56Z,Airport,Detected,Fruit & Veg,APPLES,0.1
2831615,2831198,2831614,2019-10-27T06:21:33Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
2832226,2831298,2832225,2019-10-27T09:42:42Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
2836601,2836562,2836600,2019-10-28T06:58:28Z,Airport,Declared,Fruit & Veg,PEARS,0.16
2838240,2838181,2838239,2019-10-28T05:19:30Z,Airport,Detected,Fruit & Veg,MANDARINS,0.5
2844573,2844422,2844572,2019-10-30T01:31:00Z,Airport,Detected,Fruit & Veg,APPLES,0.15
2844930,2844770,2844929,2019-10-30T02:15:50Z,Airport,Declared,Fruit & Veg,BANANAS,0.2
2844962,2844770,2844961,2019-10-30T02:15:50Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2846057,2844339,2846056,2019-10-30T10:00:50Z,Airport,Detected,Fruit & Veg,APPLES,0.05
2849771,2849732,2849770,2019-10-31T06:40:39Z,Airport,Declared,Fruit & Veg,APPLES,0.18
2849913,2848753,2849912,2019-10-31T06:45:00Z,Airport,Detected,Fruit & Veg,APPLES,0.2
2850378,2850339,2850377,2019-10-31T11:25:06Z,Airport,Detected,Fruit & Veg,BANANAS,0.35
2850565,2850244,2850564,2019-10-31T12:55:28Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2850691,2850652,2850690,2019-10-31T21:20:48Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
2851316,2851215,2851315,2019-10-31T23:37:38Z,Airport,Declared,Fruit & Veg,PEACHES,0.1
2851317,2851215,2851315,2019-10-31T23:37:38Z,Airport,Declared,Fruit & Veg,APPLES,0.2
2851348,2851215,2851347,2019-10-31T23:37:38Z,Airport,Detected,Fruit & Veg,APPLES,0.2
2851406,2851155,2851405,2019-10-31T23:40:17Z,Airport,Detected,Fruit & Veg,APPLES,0.3
2851497,2851195,2851496,2019-10-31T23:42:04Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
2851747,2850739,2851746,2019-10-31T23:05:09Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.25
2851748,2850739,2851746,2019-10-31T23:05:09Z,Airport,Detected,Fruit & Veg,APPLES,0.4
2856849,2856790,2856848,2019-11-01T23:13:56Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.05
2857121,2856369,2857120,2019-11-02T01:36:10Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.3
2857230,2857191,2857229,2019-11-02T01:25:25Z,Airport,Detected,Fruit & Veg,APPLES,0.12
2858082,2858043,2858081,2019-11-02T05:09:11Z,Airport,Detected,Fruit & Veg,APPLES,0.15
2858165,2858126,2858164,2019-11-02T05:25:09Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2858166,2858126,2858164,2019-11-02T05:25:09Z,Airport,Declared,Fruit & Veg,BANANAS,0.07
2858167,2858126,2858164,2019-11-02T05:25:09Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.06
2863663,2863624,2863662,2019-11-03T22:50:35Z,Airport,Detected,Fruit & Veg,MANDARINS,0.12
2863766,2863707,2863765,2019-11-03T23:16:40Z,Airport,Detected,Fruit & Veg,APPLES,0.2
2864538,2864499,2864537,2019-11-04T03:39:54Z,Airport,Detected,Fruit & Veg,APPLES,0.5
2864811,2864720,2864810,2019-11-04T01:55:12Z,Airport,Declared,Fruit & Veg,LEMONS,0.15
2867939,2867302,2867938,2019-11-05T01:45:48Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
2868001,2867322,2868000,2019-11-05T01:10:48Z,Airport,Declared,Fruit & Veg,APPLES,0.2
2869002,2868963,2869001,2019-11-05T04:00:16Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
2869723,2867462,2869722,2019-11-05T05:19:24Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2873457,2872756,2873456,2019-11-06T05:01:13Z,Airport,Declared,Fruit & Veg,ORANGES,0.1
2874173,2872596,2874172,2019-11-06T11:01:19Z,Airport,Detected,Fruit & Veg,PEARS,0.1
2874174,2872596,2874172,2019-11-06T11:01:19Z,Airport,Detected,Fruit & Veg,APPLES,0.15
2874262,2872576,2874230,2019-11-06T10:40:00Z,Airport,Detected,Fruit & Veg,APPLES,0.15
2874231,2872576,2874230,2019-11-06T10:40:00Z,Airport,Detected,Fruit & Veg,TOMATOES,0.15
2874232,2872576,2874230,2019-11-06T10:40:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
2874860,2874781,2874859,2019-11-06T23:05:35Z,Airport,Declared,Fruit & Veg,BANANAS,0.1
2874861,2874781,2874859,2019-11-06T23:05:35Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.1
2874892,2874781,2874891,2019-11-06T23:05:35Z,Airport,Declared,Fruit & Veg,MANGOES,0.4
2874894,2874781,2874891,2019-11-06T23:05:35Z,Airport,Declared,Fruit & Veg,AVOCADOS,0.3
2874895,2874781,2874891,2019-11-06T23:05:35Z,Airport,Declared,Fruit & Veg,APPLES,0.5
2878332,2878253,2878331,2019-11-07T22:45:07Z,Airport,Detected,Fruit & Veg,LEMONS,0.15
2878667,2878565,2878666,2019-11-07T22:13:00Z,Airport,Detected,Fruit & Veg,APPLES,0.18
2878900,2878841,2878899,2019-11-07T23:35:05Z,Airport,Detected,Fruit & Veg,BANANAS,0.3
2879363,2879324,2879362,2019-11-08T01:55:07Z,Airport,Declared,Fruit & Veg,MANDARINS,0.1
2879364,2879324,2879362,2019-11-08T01:55:07Z,Airport,Declared,Fruit & Veg,APPLES,0.025
2879415,2879324,2879414,2019-11-08T01:55:07Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2880123,2879963,2880122,2019-11-08T03:50:21Z,Airport,Detected,Fruit & Veg,MANGOES,0.4
2880124,2879963,2880122,2019-11-08T03:50:21Z,Airport,Detected,Fruit & Veg,APPLES,0.35
2880924,2880267,2880904,2019-11-08T05:00:00Z,Airport,Detected,Fruit & Veg,ORANGES,0.2
2880905,2880267,2880904,2019-11-08T05:00:00Z,Airport,Detected,Fruit & Veg,MANDARINS,0.2
2881145,2880691,2881144,2019-11-08T07:15:31Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
2884323,2883295,2884303,2019-11-09T06:25:32Z,Airport,Detected,Fruit & Veg,BANANAS,0.05
2884324,2883295,2884303,2019-11-09T06:25:32Z,Airport,Detected,Fruit & Veg,GRAPES,0.05
2884325,2883295,2884303,2019-11-09T06:25:32Z,Airport,Detected,Fruit & Veg,KIWI FRUIT,0.05
2884304,2883295,2884303,2019-11-09T06:25:32Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.1
2885708,2885069,2885707,2019-11-09T23:15:35Z,Airport,Declared,Fruit & Veg,GRAPES,0.2
2885668,2885069,2885667,2019-11-09T23:15:35Z,Airport,Declared,Fruit & Veg,APPLES,0.18
2886005,2885149,2886004,2019-11-10T00:44:15Z,Airport,Detected,Fruit & Veg,BANANAS,0.15
2886246,2885189,2886245,2019-11-10T01:50:49Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
2886266,2885189,2886265,2019-11-10T01:50:49Z,Airport,Declared,Fruit & Veg,KIWI FRUIT,0.14
2886267,2885189,2886265,2019-11-10T01:50:49Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.1
2886268,2885189,2886265,2019-11-10T01:50:49Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
2886524,2885229,2886523,2019-11-10T02:20:27Z,Airport,Detected,Fruit & Veg,ORANGES,0.35
2886525,2885229,2886523,2019-11-10T02:20:27Z,Airport,Detected,Fruit & Veg,BANANAS,0.3
2894886,2893897,2894885,2019-11-12T01:40:25Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2895248,2894037,2895247,2019-11-12T05:00:03Z,Airport,Declared,Fruit & Veg,APPLES,0.12
2895387,2894077,2895386,2019-11-12T05:25:01Z,Airport,Detected,Fruit & Veg,LEMONS,0.2
2895700,2895661,2895699,2019-11-12T06:25:32Z,Airport,Detected,Fruit & Veg,BANANAS,0.3
2896800,2896622,2896799,2019-11-12T22:45:52Z,Airport,Declared,Fruit & Veg,ORANGES,0.25
2897017,2896938,2897016,2019-11-12T23:00:12Z,Airport,Declared,Fruit & Veg,FRUIT SALAD,0.015
2897132,2897073,2897131,2019-11-12T23:10:59Z,Airport,Declared,Fruit & Veg,APPLES,0.025
2897152,2897073,2897151,2019-11-12T23:10:59Z,Airport,Declared,Fruit & Veg,MANDARINS,0.15
2897235,2897176,2897234,2019-11-12T23:36:50Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2897236,2897176,2897234,2019-11-12T23:36:50Z,Airport,Declared,Fruit & Veg,PEARS,0.2
2898035,2897996,2898034,2019-11-13T02:35:45Z,Airport,Detected,Fruit & Veg,PEARS,0.2
2898164,2898122,2898163,2019-11-13T04:00:50Z,Airport,Detected,Fruit & Veg,APPLES,0.15
2898286,2898207,2898285,2019-11-13T04:25:22Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
2898287,2898207,2898285,2019-11-13T04:25:22Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2898288,2898207,2898285,2019-11-13T04:25:22Z,Airport,Declared,Fruit & Veg,ORANGES,0.2
2898458,2898419,2898457,2019-11-13T01:50:42Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
2898677,2898618,2898676,2019-11-13T05:10:42Z,Airport,Detected,Fruit & Veg,NECTARINES,0.15
2898678,2898618,2898676,2019-11-13T05:10:42Z,Airport,Detected,Fruit & Veg,PEARS,0.15
2899045,2899006,2899044,2019-11-13T06:10:00Z,Airport,Declared,Fruit & Veg,MANDARINS,0.1
2901088,2901049,2901087,2019-11-13T23:15:48Z,Airport,Declared,Fruit & Veg,APPLES,0.4
2901089,2901049,2901087,2019-11-13T23:15:48Z,Airport,Declared,Fruit & Veg,PEARS,0.4
2901459,2901420,2901458,2019-11-14T02:35:25Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
2901460,2901420,2901458,2019-11-14T02:35:25Z,Airport,Declared,Fruit & Veg,KIWI FRUIT,0.1
2901621,2901582,2901620,2019-11-14T01:55:15Z,Airport,Declared,Fruit & Veg,BANANAS,0.15
2901641,2901582,2901640,2019-11-14T01:55:15Z,Airport,Declared,Fruit & Veg,GRAPES,0.2
2901642,2901582,2901640,2019-11-14T01:55:15Z,Airport,Declared,Fruit & Veg,BANANAS,0.2
2901643,2901582,2901640,2019-11-14T01:55:15Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.1
2901867,2901828,2901866,2019-11-14T03:25:53Z,Airport,Declared,Fruit & Veg,LIMES,0.1
2901990,2901951,2901989,2019-11-13T22:49:18Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2902278,2902202,2902277,2019-11-13T22:45:12Z,Airport,Declared,Fruit & Veg,BANANAS,0.2
2902279,2902202,2902277,2019-11-13T22:45:12Z,Airport,Declared,Fruit & Veg,APPLES,0.4
2902929,2902525,2902909,2019-11-14T04:31:16Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.05
2905090,2905011,2905089,2019-11-14T23:21:31Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2905362,2905283,2905361,2019-11-14T23:05:56Z,Airport,Detected,Fruit & Veg,APPLES,0.35
2905382,2905283,2905381,2019-11-14T23:05:56Z,Airport,Declared,Fruit & Veg,APPLES,0.35
2905497,2905406,2905496,2019-11-14T23:37:19Z,Airport,Declared,Fruit & Veg,APPLES,0.3
2905549,2905406,2905548,2019-11-14T23:37:19Z,Airport,Declared,Fruit & Veg,ORANGES,0.4
2905550,2905406,2905548,2019-11-14T23:37:19Z,Airport,Declared,Fruit & Veg,BANANAS,0.35
2907185,2907094,2907184,2019-11-15T03:25:47Z,Airport,Declared,Fruit & Veg,BANANAS,0.2
2907333,2907274,2907332,2019-11-15T04:00:20Z,Airport,Declared,Fruit & Veg,BANANAS,0.16
2907373,2907274,2907372,2019-11-15T04:00:20Z,Airport,Declared,Fruit & Veg,BANANAS,0.2
2914530,2914428,2914498,2019-11-17T21:35:09Z,Airport,Detected,Fruit & Veg,APPLES,0.4
2914532,2914428,2914498,2019-11-17T21:35:09Z,Airport,Detected,Fruit & Veg,MANGOES,0.9
2914499,2914428,2914498,2019-11-17T21:35:09Z,Airport,Detected,Fruit & Veg,ORANGES,0.6
2914500,2914428,2914498,2019-11-17T21:35:09Z,Airport,Detected,Fruit & Veg,PEARS,0.8
2914611,2914572,2914610,2019-11-17T20:50:05Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.125
2914707,2914668,2914706,2019-11-17T21:29:56Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.1
2914818,2914779,2914817,2019-11-17T22:40:55Z,Airport,Declared,Fruit & Veg,APPLES,0.2
2914819,2914779,2914817,2019-11-17T22:40:55Z,Airport,Declared,Fruit & Veg,BANANAS,0.2
2915042,2915003,2915041,2019-11-18T00:00:16Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.3
2915043,2915003,2915041,2019-11-18T00:00:16Z,Airport,Detected,Fruit & Veg,LEMONS,0.15
2915044,2915003,2915041,2019-11-18T00:00:16Z,Airport,Detected,Fruit & Veg,KIWI FRUIT,0.2
2915181,2915090,2915180,2019-11-17T23:50:47Z,Airport,Declared,Fruit & Veg,MANGOES,0.2
2915476,2915417,2915475,2019-11-17T22:45:11Z,Airport,Declared,Fruit & Veg,APPLES,0.2
2915516,2915417,2915515,2019-11-17T22:45:11Z,Airport,Declared,Fruit & Veg,APPLES,0.5
2915720,2915649,2915719,2019-11-17T23:10:18Z,Airport,Detected,Fruit & Veg,APPLES,0.2
2915760,2915649,2915759,2019-11-17T23:10:18Z,Airport,Detected,Fruit & Veg,ORANGES,0.2
2916091,2916032,2916090,2019-11-18T03:49:53Z,Airport,Detected,Fruit & Veg,APPLES,0.4
2920510,2920449,2920509,2019-11-19T22:50:54Z,Airport,Detected,Fruit & Veg,APPLES,0.1
2920681,2920623,2920661,2019-11-19T22:38:02Z,Airport,Detected,Fruit & Veg,GRAPES,0.1
2920662,2920623,2920661,2019-11-19T22:38:02Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.08
2921117,2921054,2921097,2019-11-20T01:43:38Z,Airport,Detected,Fruit & Veg,PEARS,0.1
2921098,2921054,2921097,2019-11-20T01:43:38Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
2921432,2920332,2921374,2019-11-20T02:25:00Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.05
2921434,2920332,2921374,2019-11-20T02:25:00Z,Airport,Detected,Fruit & Veg,APPLES,0.05
2921375,2920332,2921374,2019-11-20T02:25:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
2922643,2922386,2922640,2019-11-20T06:20:59Z,Airport,Detected,Fruit & Veg,CHILLIES,0.25
2923349,2923310,2923348,2019-11-20T10:44:44Z,Airport,Declared,Fruit & Veg,APPLES,0.15
2924650,2924456,2924534,2019-11-20T22:11:47Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.2
2924651,2924456,2924534,2019-11-20T22:11:47Z,Airport,Detected,Fruit & Veg,APPLES,0.5
2927235,2927196,2927234,2019-11-21T07:25:00Z,Airport,Detected,Fruit & Veg,MANDARINS,0.3
2928023,2927984,2928022,2019-11-21T22:39:14Z,Airport,Detected,Fruit & Veg,APPLES,0.2
2928139,2928047,2928138,2019-11-21T22:45:41Z,Airport,Declared,Fruit & Veg,APPLES,0.2
2928284,2928225,2928283,2019-11-21T23:19:29Z,Airport,Detected,Fruit & Veg,APPLES,0.2
2929085,2929025,2929084,2019-11-22T01:53:02Z,Airport,Detected,Fruit & Veg,BANANAS,0.12
2929185,2929113,2929151,2019-11-22T01:36:28Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.05
2929152,2929113,2929151,2019-11-22T01:36:28Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.05
2930406,2930326,2930376,2019-11-22T05:19:01Z,Airport,Detected,Fruit & Veg,GRAPES,0.1
2929760,2929452,2929689,2019-11-22T06:15:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
2929690,2929452,2929689,2019-11-22T06:15:00Z,Airport,Detected,Fruit & Veg,APPLES,0.2
2929978,2929939,2929977,2019-11-22T06:41:57Z,Airport,Detected,Fruit & Veg,APPLES,0.5
2930111,2930002,2930110,2019-11-22T06:20:47Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.125
2930377,2930326,2930376,2019-11-22T05:19:01Z,Airport,Detected,Fruit & Veg,MANGOES,0.2
2930543,2930504,2930542,2019-11-22T04:53:00Z,Airport,Declared,Fruit & Veg,APPLES,0.3
2930633,2929851,2930632,2019-11-22T10:10:00Z,Airport,Declared,Fruit & Veg,APPLES,0.5
2930653,2929851,2930652,2019-11-22T10:10:00Z,Airport,Detected,Fruit & Veg,APPLES,0.2
2932094,2932055,2932093,2019-11-23T02:01:48Z,Airport,Detected,Fruit & Veg,APPLES,0.12
2932177,2932138,2932176,2019-11-23T02:05:16Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.2
2932217,2932138,2932216,2019-11-23T02:05:16Z,Airport,Detected,Fruit & Veg,MANDARINS,0.2
2932237,2932138,2932236,2019-11-23T02:05:16Z,Airport,Detected,Fruit & Veg,APPLES,0.12
2933775,2933166,2933774,2019-11-23T06:30:00Z,Airport,Detected,Fruit & Veg,OLIVES,0.25
2933795,2932793,2933794,2019-11-23T10:13:52Z,Airport,Detected,Fruit & Veg,APPLES,0.1
2937353,2937068,2937352,2019-11-24T09:32:00Z,Airport,Detected,Fruit & Veg,APPLES,0.2
2939545,2938408,2939544,2019-11-24T22:30:29Z,Airport,Detected,Fruit & Veg,CAPSICUMS,1
2939565,2938757,2939564,2019-11-24T23:00:29Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.2
2939566,2938757,2939564,2019-11-24T23:00:29Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.06
2940017,2938817,2940016,2019-11-24T23:15:33Z,Airport,Detected,Fruit & Veg,MANGOES,0.1
2940140,2938837,2940139,2019-11-24T23:36:34Z,Airport,Detected,Fruit & Veg,APPLES,0.1
2940160,2938837,2940159,2019-11-24T23:36:34Z,Airport,Detected,Fruit & Veg,BANANAS,0.1
2946465,2946426,2946464,2019-11-26T21:05:00Z,Airport,Detected,Fruit & Veg,APPLES,0.6
2946466,2946426,2946464,2019-11-26T21:05:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
2947002,2946963,2947001,2019-11-26T22:00:19Z,Airport,Detected,Fruit & Veg,BANANAS,0.14
2947141,2947102,2947140,2019-11-26T22:36:26Z,Airport,Declared,Fruit & Veg,BANANAS,0.12
2947287,2947248,2947286,2019-11-26T22:45:42Z,Airport,Detected,Fruit & Veg,APPLES,0.12
2950418,2949815,2950417,2019-11-27T23:00:00Z,Airport,Declared,Fruit & Veg,APPLES,0.2
2951086,2951042,2951085,2019-11-28T05:08:02Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
2954110,2954038,2954109,2019-11-28T23:15:57Z,Airport,Declared,Fruit & Veg,BLUEBERRIES,0.2
2954173,2954134,2954172,2019-11-29T01:20:36Z,Airport,Detected,Fruit & Veg,APPLES,0.1
2954478,2954439,2954477,2019-11-28T22:45:13Z,Airport,Detected,Fruit & Veg,BLUEBERRIES,0.4
2955753,2955714,2955752,2019-11-29T05:00:52Z,Airport,Declared,Fruit & Veg,BANANAS,0.4
2956689,2956172,2956688,2019-11-29T22:37:30Z,Airport,Detected,Fruit & Veg,LEMONS,0.08
2957031,2956252,2957030,2019-11-29T23:41:05Z,Airport,Detected,Fruit & Veg,LEMONS,0.06
2957130,2956558,2957129,2019-11-30T01:50:58Z,Airport,Detected,Fruit & Veg,APPLES,0.05
2961527,2961488,2961526,2019-12-01T06:00:00Z,Airport,Detected,Fruit & Veg,TOMATOES,0.1
2962068,2962029,2962067,2019-12-01T11:10:25Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1684286,1684247,1684285,2019-01-01T05:10:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1684352,1684313,1684351,2019-01-01T05:46:00Z,Airport,Detected,Fruit & Veg,BANANAS,0.15
1684668,1684629,1684667,2019-01-01T08:00:00Z,Airport,Detected,Fruit & Veg,NECTARINES,0.45
1685083,1685012,1685050,2019-01-01T10:00:00Z,Airport,Detected,Fruit & Veg,CHERRY TOMATOES,0.125
1685051,1685012,1685050,2019-01-01T10:00:00Z,Airport,Detected,Fruit & Veg,CHERRY,0.2
1685309,1685250,1685308,2019-01-01T12:00:00Z,Airport,Detected,Fruit & Veg,GRAPES,1
1685310,1685250,1685308,2019-01-01T12:00:00Z,Airport,Detected,Fruit & Veg,TOMATOES,0.4
1685746,1685707,1685745,2019-01-01T21:15:42Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1686781,1686742,1686780,2019-01-01T23:10:39Z,Airport,Detected,Fruit & Veg,BANANAS,0.2
1691624,1691499,1691623,2019-01-02T21:35:48Z,Airport,Detected,Fruit & Veg,ORANGES,0.2
1691625,1691499,1691623,2019-01-02T21:35:48Z,Airport,Detected,Fruit & Veg,MANDARINS,0.15
1692656,1692617,1692655,2019-01-02T22:30:04Z,Airport,Declared,Fruit & Veg,APPLES,0.2
1692741,1692682,1692740,2019-01-03T00:53:58Z,Airport,Detected,Fruit & Veg,AVOCADOS,0.2
1692922,1692883,1692921,2019-01-02T23:24:37Z,Airport,Detected,Fruit & Veg,BANANAS,0.05
1695098,1694849,1694887,2019-01-03T02:25:29Z,Airport,Detected,Fruit & Veg,RASPBERRIES,0.25
1695099,1694849,1694887,2019-01-03T02:25:29Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1695100,1694849,1694887,2019-01-03T02:25:29Z,Airport,Detected,Fruit & Veg,LEMONS,0.2
1695856,1686314,1695855,2019-01-02T07:35:56Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1695902,1686294,1695901,2019-01-02T07:25:28Z,Airport,Declared,Fruit & Veg,GRAPES,0.25
1696309,1696191,1696289,2019-01-03T04:29:36Z,Airport,Detected,Fruit & Veg,NECTARINES,0.1
1696290,1696191,1696289,2019-01-03T04:29:36Z,Airport,Detected,Fruit & Veg,TOMATOES,0.05
1696653,1696527,1696652,2019-01-03T05:36:05Z,Airport,Detected,Fruit & Veg,GRAPES,0.2
1700080,1698255,1700079,2019-01-03T22:55:32Z,Airport,Detected,Fruit & Veg,BANANAS,0.3
1701092,1698535,1701060,2019-01-04T04:01:19Z,Airport,Detected,Fruit & Veg,BANANAS,2
1701061,1698535,1701060,2019-01-04T04:01:19Z,Airport,Detected,Fruit & Veg,APPLES,1.002
1701062,1698535,1701060,2019-01-04T04:01:19Z,Airport,Detected,Fruit & Veg,NECTARINES,0.3
1701369,1701310,1701368,2019-01-04T05:30:52Z,Airport,Detected,Fruit & Veg,APPLES,0.002
1701733,1701674,1701732,2019-01-04T06:50:05Z,Airport,Detected,Fruit & Veg,ORANGES,0.9
1701734,1701674,1701732,2019-01-04T06:50:05Z,Airport,Detected,Fruit & Veg,BANANAS,0.4
1701735,1701674,1701732,2019-01-04T06:50:05Z,Airport,Detected,Fruit & Veg,APPLES,0.2
1702320,1701473,1702319,2019-01-04T09:50:46Z,Airport,Detected,Fruit & Veg,BANANAS,0.3
1702443,1702017,1702441,2019-01-04T11:00:08Z,Airport,Detected,Fruit & Veg,STRAWBERRIES,0.5
1702444,1702017,1702441,2019-01-04T11:00:08Z,Airport,Detected,Fruit & Veg,APPLES,0.4
